,tr,label
170,<http://example/Treatment/treatment85>,0
172,<http://example/Treatment/treatment86>,0
174,<http://example/Treatment/treatment87>,0
176,<http://example/Treatment/treatment88>,0
178,<http://example/Treatment/treatment89>,0
182,<http://example/Treatment/treatment91>,0
184,<http://example/Treatment/treatment92>,0
186,<http://example/Treatment/treatment93>,0
188,<http://example/Treatment/treatment94>,0
190,<http://example/Treatment/treatment95>,0
194,<http://example/Treatment/treatment97>,0
196,<http://example/Treatment/treatment98>,0
198,<http://example/Treatment/treatment99>,0
202,<http://example/Treatment/treatment101>,0
204,<http://example/Treatment/treatment102>,0
208,<http://example/Treatment/treatment104>,0
210,<http://example/Treatment/treatment105>,0
212,<http://example/Treatment/treatment106>,0
214,<http://example/Treatment/treatment107>,0
218,<http://example/Treatment/treatment109>,0
220,<http://example/Treatment/treatment110>,0
224,<http://example/Treatment/treatment112>,0
226,<http://example/Treatment/treatment113>,0
228,<http://example/Treatment/treatment114>,0
230,<http://example/Treatment/treatment115>,0
232,<http://example/Treatment/treatment116>,0
234,<http://example/Treatment/treatment117>,0
236,<http://example/Treatment/treatment118>,0
238,<http://example/Treatment/treatment119>,0
240,<http://example/Treatment/treatment120>,0
242,<http://example/Treatment/treatment121>,0
244,<http://example/Treatment/treatment122>,0
246,<http://example/Treatment/treatment123>,0
248,<http://example/Treatment/treatment124>,0
250,<http://example/Treatment/treatment125>,0
252,<http://example/Treatment/treatment126>,0
254,<http://example/Treatment/treatment127>,0
256,<http://example/Treatment/treatment128>,0
258,<http://example/Treatment/treatment129>,0
260,<http://example/Treatment/treatment130>,0
262,<http://example/Treatment/treatment131>,0
264,<http://example/Treatment/treatment132>,0
266,<http://example/Treatment/treatment133>,0
270,<http://example/Treatment/treatment135>,0
274,<http://example/Treatment/treatment137>,0
276,<http://example/Treatment/treatment138>,0
278,<http://example/Treatment/treatment139>,0
284,<http://example/Treatment/treatment142>,0
288,<http://example/Treatment/treatment144>,0
292,<http://example/Treatment/treatment146>,0
294,<http://example/Treatment/treatment147>,0
298,<http://example/Treatment/treatment149>,0
300,<http://example/Treatment/treatment150>,0
302,<http://example/Treatment/treatment151>,0
304,<http://example/Treatment/treatment152>,0
306,<http://example/Treatment/treatment153>,0
310,<http://example/Treatment/treatment155>,0
312,<http://example/Treatment/treatment156>,0
316,<http://example/Treatment/treatment158>,0
318,<http://example/Treatment/treatment159>,0
320,<http://example/Treatment/treatment160>,0
322,<http://example/Treatment/treatment161>,0
324,<http://example/Treatment/treatment162>,0
326,<http://example/Treatment/treatment163>,0
328,<http://example/Treatment/treatment164>,0
330,<http://example/Treatment/treatment165>,0
334,<http://example/Treatment/treatment167>,0
338,<http://example/Treatment/treatment169>,0
340,<http://example/Treatment/treatment170>,0
344,<http://example/Treatment/treatment172>,0
346,<http://example/Treatment/treatment173>,0
348,<http://example/Treatment/treatment174>,0
352,<http://example/Treatment/treatment176>,0
354,<http://example/Treatment/treatment177>,0
356,<http://example/Treatment/treatment178>,0
360,<http://example/Treatment/treatment180>,0
364,<http://example/Treatment/treatment182>,0
366,<http://example/Treatment/treatment183>,0
368,<http://example/Treatment/treatment184>,0
370,<http://example/Treatment/treatment185>,0
372,<http://example/Treatment/treatment186>,0
374,<http://example/Treatment/treatment187>,0
376,<http://example/Treatment/treatment188>,0
382,<http://example/Treatment/treatment191>,0
384,<http://example/Treatment/treatment192>,0
386,<http://example/Treatment/treatment193>,0
388,<http://example/Treatment/treatment194>,0
390,<http://example/Treatment/treatment195>,0
396,<http://example/Treatment/treatment198>,0
402,<http://example/Treatment/treatment201>,0
406,<http://example/Treatment/treatment203>,0
408,<http://example/Treatment/treatment204>,0
410,<http://example/Treatment/treatment205>,0
412,<http://example/Treatment/treatment206>,0
414,<http://example/Treatment/treatment207>,0
416,<http://example/Treatment/treatment208>,0
418,<http://example/Treatment/treatment209>,0
420,<http://example/Treatment/treatment210>,0
424,<http://example/Treatment/treatment212>,0
426,<http://example/Treatment/treatment213>,0
428,<http://example/Treatment/treatment214>,0
430,<http://example/Treatment/treatment215>,0
432,<http://example/Treatment/treatment216>,0
436,<http://example/Treatment/treatment218>,0
438,<http://example/Treatment/treatment219>,0
440,<http://example/Treatment/treatment220>,0
442,<http://example/Treatment/treatment221>,0
444,<http://example/Treatment/treatment222>,0
446,<http://example/Treatment/treatment223>,0
448,<http://example/Treatment/treatment224>,0
450,<http://example/Treatment/treatment225>,0
452,<http://example/Treatment/treatment226>,0
454,<http://example/Treatment/treatment227>,0
456,<http://example/Treatment/treatment228>,0
458,<http://example/Treatment/treatment229>,0
460,<http://example/Treatment/treatment230>,0
462,<http://example/Treatment/treatment231>,0
464,<http://example/Treatment/treatment232>,0
466,<http://example/Treatment/treatment233>,0
468,<http://example/Treatment/treatment234>,0
470,<http://example/Treatment/treatment235>,0
472,<http://example/Treatment/treatment236>,0
474,<http://example/Treatment/treatment237>,0
478,<http://example/Treatment/treatment239>,0
480,<http://example/Treatment/treatment240>,0
482,<http://example/Treatment/treatment241>,0
484,<http://example/Treatment/treatment242>,0
488,<http://example/Treatment/treatment244>,0
490,<http://example/Treatment/treatment245>,0
494,<http://example/Treatment/treatment247>,0
498,<http://example/Treatment/treatment249>,0
500,<http://example/Treatment/treatment250>,0
502,<http://example/Treatment/treatment251>,0
504,<http://example/Treatment/treatment252>,0
506,<http://example/Treatment/treatment253>,0
508,<http://example/Treatment/treatment254>,0
510,<http://example/Treatment/treatment255>,0
512,<http://example/Treatment/treatment256>,0
514,<http://example/Treatment/treatment257>,0
518,<http://example/Treatment/treatment259>,0
522,<http://example/Treatment/treatment261>,0
526,<http://example/Treatment/treatment263>,0
532,<http://example/Treatment/treatment266>,0
534,<http://example/Treatment/treatment267>,0
536,<http://example/Treatment/treatment268>,0
538,<http://example/Treatment/treatment269>,0
540,<http://example/Treatment/treatment270>,0
544,<http://example/Treatment/treatment272>,0
546,<http://example/Treatment/treatment273>,0
552,<http://example/Treatment/treatment276>,0
554,<http://example/Treatment/treatment277>,0
556,<http://example/Treatment/treatment278>,0
558,<http://example/Treatment/treatment279>,0
560,<http://example/Treatment/treatment280>,0
562,<http://example/Treatment/treatment281>,0
566,<http://example/Treatment/treatment283>,0
568,<http://example/Treatment/treatment284>,0
570,<http://example/Treatment/treatment285>,0
572,<http://example/Treatment/treatment286>,0
574,<http://example/Treatment/treatment287>,0
576,<http://example/Treatment/treatment288>,0
578,<http://example/Treatment/treatment289>,0
580,<http://example/Treatment/treatment290>,0
584,<http://example/Treatment/treatment292>,0
586,<http://example/Treatment/treatment293>,0
588,<http://example/Treatment/treatment294>,0
590,<http://example/Treatment/treatment295>,0
592,<http://example/Treatment/treatment296>,0
594,<http://example/Treatment/treatment297>,0
596,<http://example/Treatment/treatment298>,0
598,<http://example/Treatment/treatment299>,0
600,<http://example/Treatment/treatment300>,0
604,<http://example/Treatment/treatment302>,0
606,<http://example/Treatment/treatment303>,0
608,<http://example/Treatment/treatment304>,0
610,<http://example/Treatment/treatment305>,0
616,<http://example/Treatment/treatment308>,0
618,<http://example/Treatment/treatment309>,0
620,<http://example/Treatment/treatment310>,0
624,<http://example/Treatment/treatment312>,0
626,<http://example/Treatment/treatment313>,0
630,<http://example/Treatment/treatment315>,0
632,<http://example/Treatment/treatment316>,0
634,<http://example/Treatment/treatment317>,0
636,<http://example/Treatment/treatment318>,0
638,<http://example/Treatment/treatment319>,0
640,<http://example/Treatment/treatment320>,0
646,<http://example/Treatment/treatment323>,0
650,<http://example/Treatment/treatment325>,0
652,<http://example/Treatment/treatment326>,0
654,<http://example/Treatment/treatment327>,0
656,<http://example/Treatment/treatment328>,0
658,<http://example/Treatment/treatment329>,0
660,<http://example/Treatment/treatment330>,0
662,<http://example/Treatment/treatment331>,0
664,<http://example/Treatment/treatment332>,0
668,<http://example/Treatment/treatment334>,0
670,<http://example/Treatment/treatment335>,0
672,<http://example/Treatment/treatment336>,0
674,<http://example/Treatment/treatment337>,0
678,<http://example/Treatment/treatment339>,0
680,<http://example/Treatment/treatment340>,0
684,<http://example/Treatment/treatment342>,0
686,<http://example/Treatment/treatment343>,0
694,<http://example/Treatment/treatment347>,0
696,<http://example/Treatment/treatment348>,0
698,<http://example/Treatment/treatment349>,0
704,<http://example/Treatment/treatment352>,0
706,<http://example/Treatment/treatment353>,0
710,<http://example/Treatment/treatment355>,0
712,<http://example/Treatment/treatment356>,0
716,<http://example/Treatment/treatment358>,0
718,<http://example/Treatment/treatment359>,0
724,<http://example/Treatment/treatment362>,0
726,<http://example/Treatment/treatment363>,0
728,<http://example/Treatment/treatment364>,0
730,<http://example/Treatment/treatment365>,0
732,<http://example/Treatment/treatment366>,0
734,<http://example/Treatment/treatment367>,0
736,<http://example/Treatment/treatment368>,0
738,<http://example/Treatment/treatment369>,0
740,<http://example/Treatment/treatment370>,0
742,<http://example/Treatment/treatment371>,0
744,<http://example/Treatment/treatment372>,0
748,<http://example/Treatment/treatment374>,0
750,<http://example/Treatment/treatment375>,0
754,<http://example/Treatment/treatment377>,0
756,<http://example/Treatment/treatment378>,0
758,<http://example/Treatment/treatment379>,0
760,<http://example/Treatment/treatment380>,0
762,<http://example/Treatment/treatment381>,0
766,<http://example/Treatment/treatment383>,0
770,<http://example/Treatment/treatment385>,0
772,<http://example/Treatment/treatment386>,0
774,<http://example/Treatment/treatment387>,0
776,<http://example/Treatment/treatment388>,0
778,<http://example/Treatment/treatment389>,0
780,<http://example/Treatment/treatment390>,0
784,<http://example/Treatment/treatment392>,0
786,<http://example/Treatment/treatment393>,0
788,<http://example/Treatment/treatment394>,0
790,<http://example/Treatment/treatment395>,0
792,<http://example/Treatment/treatment396>,0
794,<http://example/Treatment/treatment397>,0
796,<http://example/Treatment/treatment398>,0
798,<http://example/Treatment/treatment399>,1
800,<http://example/Treatment/treatment400>,1
802,<http://example/Treatment/treatment401>,1
804,<http://example/Treatment/treatment402>,1
806,<http://example/Treatment/treatment403>,1
812,<http://example/Treatment/treatment406>,1
814,<http://example/Treatment/treatment407>,1
816,<http://example/Treatment/treatment408>,1
822,<http://example/Treatment/treatment411>,1
824,<http://example/Treatment/treatment412>,1
826,<http://example/Treatment/treatment413>,1
828,<http://example/Treatment/treatment414>,1
830,<http://example/Treatment/treatment415>,1
832,<http://example/Treatment/treatment416>,1
834,<http://example/Treatment/treatment417>,1
838,<http://example/Treatment/treatment419>,1
842,<http://example/Treatment/treatment421>,1
844,<http://example/Treatment/treatment422>,1
850,<http://example/Treatment/treatment425>,1
852,<http://example/Treatment/treatment426>,1
854,<http://example/Treatment/treatment427>,1
856,<http://example/Treatment/treatment428>,1
858,<http://example/Treatment/treatment429>,1
862,<http://example/Treatment/treatment431>,1
864,<http://example/Treatment/treatment432>,1
866,<http://example/Treatment/treatment433>,1
868,<http://example/Treatment/treatment434>,1
870,<http://example/Treatment/treatment435>,1
872,<http://example/Treatment/treatment436>,1
876,<http://example/Treatment/treatment438>,1
878,<http://example/Treatment/treatment439>,1
880,<http://example/Treatment/treatment440>,1
884,<http://example/Treatment/treatment442>,1
886,<http://example/Treatment/treatment443>,1
888,<http://example/Treatment/treatment444>,1
892,<http://example/Treatment/treatment446>,1
894,<http://example/Treatment/treatment447>,1
896,<http://example/Treatment/treatment448>,1
898,<http://example/Treatment/treatment449>,1
900,<http://example/Treatment/treatment450>,1
902,<http://example/Treatment/treatment451>,1
904,<http://example/Treatment/treatment452>,1
906,<http://example/Treatment/treatment453>,1
908,<http://example/Treatment/treatment454>,1
910,<http://example/Treatment/treatment455>,1
912,<http://example/Treatment/treatment456>,1
914,<http://example/Treatment/treatment457>,1
916,<http://example/Treatment/treatment458>,1
918,<http://example/Treatment/treatment459>,1
920,<http://example/Treatment/treatment460>,1
922,<http://example/Treatment/treatment461>,1
924,<http://example/Treatment/treatment462>,1
926,<http://example/Treatment/treatment463>,1
928,<http://example/Treatment/treatment464>,1
930,<http://example/Treatment/treatment465>,1
932,<http://example/Treatment/treatment466>,1
934,<http://example/Treatment/treatment467>,1
936,<http://example/Treatment/treatment468>,1
938,<http://example/Treatment/treatment469>,1
940,<http://example/Treatment/treatment470>,1
942,<http://example/Treatment/treatment471>,1
944,<http://example/Treatment/treatment472>,1
946,<http://example/Treatment/treatment473>,1
948,<http://example/Treatment/treatment474>,1
950,<http://example/Treatment/treatment475>,1
952,<http://example/Treatment/treatment476>,1
958,<http://example/Treatment/treatment479>,1
960,<http://example/Treatment/treatment480>,1
962,<http://example/Treatment/treatment481>,1
964,<http://example/Treatment/treatment482>,1
966,<http://example/Treatment/treatment483>,1
968,<http://example/Treatment/treatment484>,1
970,<http://example/Treatment/treatment485>,1
972,<http://example/Treatment/treatment486>,1
974,<http://example/Treatment/treatment487>,1
976,<http://example/Treatment/treatment488>,1
980,<http://example/Treatment/treatment490>,1
982,<http://example/Treatment/treatment491>,1
984,<http://example/Treatment/treatment492>,1
986,<http://example/Treatment/treatment493>,1
988,<http://example/Treatment/treatment494>,1
990,<http://example/Treatment/treatment495>,1
992,<http://example/Treatment/treatment496>,1
994,<http://example/Treatment/treatment497>,1
996,<http://example/Treatment/treatment498>,1
998,<http://example/Treatment/treatment499>,1
1000,<http://example/Treatment/treatment500>,1
1004,<http://example/Treatment/treatment502>,1
1006,<http://example/Treatment/treatment503>,1
1008,<http://example/Treatment/treatment504>,1
1010,<http://example/Treatment/treatment505>,1
1012,<http://example/Treatment/treatment506>,1
1014,<http://example/Treatment/treatment507>,1
1018,<http://example/Treatment/treatment509>,1
1022,<http://example/Treatment/treatment511>,1
1024,<http://example/Treatment/treatment512>,1
1028,<http://example/Treatment/treatment514>,1
1030,<http://example/Treatment/treatment515>,1
1034,<http://example/Treatment/treatment517>,1
1038,<http://example/Treatment/treatment519>,1
1040,<http://example/Treatment/treatment520>,1
1042,<http://example/Treatment/treatment521>,1
1044,<http://example/Treatment/treatment522>,1
1046,<http://example/Treatment/treatment523>,1
1048,<http://example/Treatment/treatment524>,1
1052,<http://example/Treatment/treatment526>,1
1056,<http://example/Treatment/treatment528>,1
1060,<http://example/Treatment/treatment530>,1
1062,<http://example/Treatment/treatment531>,1
1066,<http://example/Treatment/treatment533>,1
1068,<http://example/Treatment/treatment534>,1
1070,<http://example/Treatment/treatment535>,1
1072,<http://example/Treatment/treatment536>,1
1074,<http://example/Treatment/treatment537>,1
1076,<http://example/Treatment/treatment538>,1
1078,<http://example/Treatment/treatment539>,1
1080,<http://example/Treatment/treatment540>,1
1082,<http://example/Treatment/treatment541>,1
1084,<http://example/Treatment/treatment542>,1
1086,<http://example/Treatment/treatment543>,1
1088,<http://example/Treatment/treatment544>,1
1090,<http://example/Treatment/treatment545>,1
1092,<http://example/Treatment/treatment546>,1
1094,<http://example/Treatment/treatment547>,1
